Number_Plate,Vehicle_Type,Part_Name,Category,Supplier,Purchase_Cost,Service_Date,Issue_Reported
KDL 612W,Tractor,Spark Plug,Ignition,HeavyDuty Supplies,14846.34,2024-08-29,Brake failure
KDL 612W,Tractor,Brake Pads,Braking System,TechFix,2052.47,2024-10-26,Routine service
KDL 612W,Tractor,Battery,Electrical,Gallant,13443.02,2025-05-14,Engine noise
KDL 612W,Tractor,Radiator,Cooling System,PartsPlus,3815.25,2025-02-21,Overheating
KDL 612W,Tractor,Alternator,Electrical,DieselParts,4863.78,2024-07-17,Routine service
KDJ 265T,Tractor,Battery,Electrical,DieselParts,5788.77,2024-11-15,Oil leak
KDJ 265T,Tractor,Radiator,Cooling System,JKT,10463.71,2025-03-10,Engine noise
KDJ 265T,Tractor,Alternator,Electrical,BKT,6110.34,2025-05-08,Hydraulic issue
KDJ 265T,Tractor,Oil Filter,Engine,FarmEquip Co,2785.82,2024-07-13,Low power
KBU 292P,Tractor,Radiator,Cooling System,DieselParts,9732.86,2024-09-30,Engine noise
KBU 292P,Tractor,Tyre,Wheels,Aeolus,7373.51,2024-09-25,Electrical fault
KBU 292P,Tractor,Brake Pads,Braking System,Gallant,10273.61,2025-04-17,Brake failure
KBU 292P,Tractor,Fuel Pump,Fuel System,TurboTraders,9553.37,2025-05-02,Battery issue
KBU 292P,Tractor,Radiator,Cooling System,BKT,5075.66,2024-09-22,Routine service
KBU 271D,Tractor,Oil Filter,Engine,PowerAuto,13375.93,2025-02-03,Tyre worn out
KBU 271D,Tractor,Fuel Pump,Fuel System,Aeolus,14603.84,2024-11-14,Electrical fault
KBU 271D,Tractor,Spark Plug,Ignition,JKT,9337.66,2024-06-28,Hydraulic issue
KBU 271D,Tractor,Fuel Pump,Fuel System,SpareHub,7505.0,2024-12-10,Engine noise
KBN 372P,Tractor,Tyre,Wheels,BKT,2632.18,2025-03-25,Electrical fault
KBN 372P,Tractor,Oil Filter,Engine,PartsPlus,13836.99,2025-04-09,Engine noise
KBN 372P,Tractor,Alternator,Electrical,JKT,11633.92,2024-12-06,Brake failure
KBN 372P,Tractor,Alternator,Electrical,FarmEquip Co,9595.0,2024-06-23,Routine service
KBX 214A,Tractor,Tyre,Wheels,JKT,12574.67,2025-03-31,Hydraulic issue
KBX 214A,Tractor,Battery,Electrical,TurboTraders,6096.29,2024-10-20,Brake failure
KBX 214A,Tractor,Hydraulic Pump,Hydraulics,JKT,11629.87,2025-02-12,Engine noise
KBX 214A,Tractor,Fuel Pump,Fuel System,PartsPlus,9539.94,2025-02-20,Overheating
KBX 214A,Tractor,Spark Plug,Ignition,AutoPro Ltd,14303.49,2025-04-03,Oil leak
KBX 214A,Tractor,Radiator,Cooling System,HeavyDuty Supplies,13143.24,2024-06-27,Tyre worn out
KBX 214A,Tractor,Tyre,Wheels,Gallant,6157.61,2024-07-21,Low power
KBX 214A,Tractor,Brake Pads,Braking System,PartsPlus,6584.36,2024-10-03,Oil leak
KDL 345M,Tractor,Oil Filter,Engine,Aeolus,9885.57,2024-10-16,Battery issue
KDL 345M,Tractor,Radiator,Cooling System,JKT,6025.47,2025-01-16,Engine noise
KDL 345M,Tractor,Oil Filter,Engine,Gallant,6937.18,2025-04-02,Engine noise
KDL 345M,Tractor,Oil Filter,Engine,SpareHub,2829.69,2024-07-23,Low power
KDL 345M,Tractor,Spark Plug,Ignition,PartsPlus,2619.41,2024-09-24,Brake failure
KDL 345M,Tractor,Radiator,Cooling System,Goodyear,13737.1,2024-11-30,Battery issue
KCC 184K,Tractor,Radiator,Cooling System,PowerAuto,2303.58,2024-10-29,Brake failure
KCC 184K,Tractor,Alternator,Electrical,Goodyear,5209.88,2025-02-18,Engine noise
KCC 184K,Tractor,Hydraulic Pump,Hydraulics,JKT,6633.37,2025-04-06,Tyre worn out
KCC 184K,Tractor,Spark Plug,Ignition,PowerAuto,2506.93,2025-04-03,Electrical fault
KCC 184K,Tractor,Oil Filter,Engine,BKT,4194.2,2025-04-23,Overheating
KCC 184K,Tractor,Brake Pads,Braking System,BKT,11717.82,2024-07-09,Overheating
KCC 184K,Tractor,Spark Plug,Ignition,HeavyDuty Supplies,5467.31,2025-02-19,Overheating
KCC 184K,Tractor,Hydraulic Pump,Hydraulics,FarmEquip Co,2888.66,2024-08-23,Overheating
KDA 516T,Tractor,Radiator,Cooling System,AutoPro Ltd,6546.11,2025-04-02,Battery issue
KDA 516T,Tractor,Radiator,Cooling System,TechFix,12073.02,2024-09-06,Electrical fault
KDA 516T,Tractor,Radiator,Cooling System,BKT,5403.42,2025-06-02,Routine service
KDA 516T,Tractor,Hydraulic Pump,Hydraulics,PowerAuto,10560.2,2024-08-05,Electrical fault
KDL 647D,Tractor,Oil Filter,Engine,PowerAuto,1982.75,2025-02-09,Electrical fault
KDL 647D,Tractor,Hydraulic Pump,Hydraulics,PowerAuto,1647.08,2024-09-29,Engine noise
KDL 647D,Tractor,Hydraulic Pump,Hydraulics,AutoPro Ltd,14904.55,2025-05-28,Overheating
KDL 647D,Tractor,Alternator,Electrical,MechWorks,4077.96,2025-03-30,Electrical fault
KCC 862S,Tractor,Tyre,Wheels,Goodyear,3013.35,2024-08-16,Battery issue
KCC 862S,Tractor,Hydraulic Pump,Hydraulics,TurboTraders,6471.46,2025-03-14,Routine service
KCC 862S,Tractor,Fuel Pump,Fuel System,DieselParts,8475.48,2024-12-02,Engine noise
KCC 862S,Tractor,Oil Filter,Engine,JKT,12919.13,2024-12-13,Electrical fault
KCC 862S,Tractor,Radiator,Cooling System,AutoPro Ltd,14772.06,2024-10-21,Tyre worn out
KCC 862S,Tractor,Air Filter,Air Intake,Gallant,10473.11,2025-04-11,Routine service
KBX 732X,Tractor,Spark Plug,Ignition,SpareHub,8130.27,2024-09-21,Hydraulic issue
KBX 732X,Tractor,Air Filter,Air Intake,BKT,8718.11,2025-06-14,Tyre worn out
KBX 732X,Tractor,Oil Filter,Engine,HeavyDuty Supplies,7823.11,2025-01-07,Overheating
KBX 732X,Tractor,Alternator,Electrical,MechWorks,13259.18,2025-02-15,Battery issue
KDM 251T,Tractor,Radiator,Cooling System,MechWorks,1687.54,2024-12-14,Brake failure
KDM 251T,Tractor,Alternator,Electrical,Goodyear,7608.28,2025-05-11,Battery issue
KDM 251T,Tractor,Radiator,Cooling System,SpareHub,11493.89,2025-06-05,Oil leak
KDM 251T,Tractor,Fuel Pump,Fuel System,SpareHub,3478.04,2025-03-12,Low power
KDM 251T,Tractor,Tyre,Wheels,JKT,3048.85,2025-01-29,Tyre worn out
KDM 251T,Tractor,Tyre,Wheels,BKT,1581.3,2025-04-19,Hydraulic issue
KDM 251T,Tractor,Radiator,Cooling System,AutoPro Ltd,10544.19,2024-12-19,Brake failure
KBU 750N,Tractor,Alternator,Electrical,Goodyear,9205.41,2024-06-29,Electrical fault
KBU 750N,Tractor,Radiator,Cooling System,JKT,8927.93,2024-12-21,Routine service
KBU 750N,Tractor,Air Filter,Air Intake,HeavyDuty Supplies,6058.03,2025-06-14,Overheating
KBU 750N,Tractor,Fuel Pump,Fuel System,PartsPlus,5230.05,2025-06-13,Overheating
KBU 750N,Tractor,Hydraulic Pump,Hydraulics,PartsPlus,14143.52,2024-12-07,Hydraulic issue
KBZ 458L,Tractor,Air Filter,Air Intake,JKT,7442.49,2025-01-18,Battery issue
KBZ 458L,Tractor,Fuel Pump,Fuel System,PartsPlus,8052.84,2024-06-18,Oil leak
KBZ 458L,Tractor,Hydraulic Pump,Hydraulics,PartsPlus,1818.97,2025-01-31,Brake failure
KBZ 458L,Tractor,Fuel Pump,Fuel System,HeavyDuty Supplies,13116.33,2024-10-30,Brake failure
KBN 907X,Tractor,Oil Filter,Engine,FarmEquip Co,6008.51,2024-07-25,Engine noise
KBN 907X,Tractor,Brake Pads,Braking System,MechWorks,6268.48,2025-04-14,Routine service
KBN 907X,Tractor,Battery,Electrical,PartsPlus,5391.93,2024-11-24,Low power
KBN 907X,Tractor,Radiator,Cooling System,Goodyear,11480.46,2024-11-15,Battery issue
KBN 907X,Tractor,Fuel Pump,Fuel System,TechFix,14327.2,2025-02-10,Oil leak
KDL 109R,Tractor,Spark Plug,Ignition,BKT,9929.02,2024-09-08,Engine noise
KDL 109R,Tractor,Fuel Pump,Fuel System,PartsPlus,13465.89,2024-11-18,Brake failure
KDL 109R,Tractor,Tyre,Wheels,BKT,8220.45,2025-02-12,Brake failure
KDL 109R,Tractor,Battery,Electrical,FarmEquip Co,9121.33,2024-06-25,Oil leak
KDL 109R,Tractor,Air Filter,Air Intake,FarmEquip Co,3259.01,2024-12-05,Overheating
KDL 109R,Tractor,Alternator,Electrical,TechFix,13330.52,2024-09-15,Brake failure
KDL 109R,Tractor,Battery,Electrical,HeavyDuty Supplies,9624.89,2024-11-21,Electrical fault
KDL 109R,Tractor,Alternator,Electrical,Gallant,3164.79,2025-06-08,Low power
KCH 465M,Tractor,Alternator,Electrical,AutoPro Ltd,8791.31,2024-11-13,Overheating
KCH 465M,Tractor,Fuel Pump,Fuel System,HeavyDuty Supplies,8992.51,2024-12-21,Overheating
KCH 465M,Tractor,Spark Plug,Ignition,SpareHub,11263.51,2025-02-19,Oil leak
KCH 465M,Tractor,Tyre,Wheels,JKT,1764.65,2025-01-18,Hydraulic issue
KCH 465M,Tractor,Oil Filter,Engine,AutoPro Ltd,4336.81,2024-12-25,Hydraulic issue
KCH 465M,Tractor,Fuel Pump,Fuel System,Aeolus,11296.36,2025-01-27,Battery issue
KCH 465M,Tractor,Battery,Electrical,BKT,8118.96,2024-07-02,Electrical fault
KCN 885Y,Tractor,Air Filter,Air Intake,Goodyear,5812.16,2025-02-15,Routine service
KCN 885Y,Tractor,Tyre,Wheels,BKT,8117.8,2024-06-21,Electrical fault
KCN 885Y,Tractor,Oil Filter,Engine,BKT,14836.38,2024-11-03,Low power
KCN 885Y,Tractor,Spark Plug,Ignition,SpareHub,14970.89,2024-06-29,Overheating
KCN 885Y,Tractor,Tyre,Wheels,BKT,7905.89,2024-07-21,Low power
KCN 885Y,Tractor,Spark Plug,Ignition,PartsPlus,14847.54,2025-04-17,Oil leak
KCN 885Y,Tractor,Oil Filter,Engine,SpareHub,11162.73,2025-02-03,Engine noise
KDJ 840G,Tractor,Air Filter,Air Intake,Gallant,4892.87,2025-01-23,Brake failure
KDJ 840G,Tractor,Spark Plug,Ignition,SpareHub,9043.4,2025-03-24,Engine noise
KDJ 840G,Tractor,Alternator,Electrical,HeavyDuty Supplies,12216.95,2025-02-21,Hydraulic issue
KDJ 840G,Tractor,Hydraulic Pump,Hydraulics,PowerAuto,4889.31,2025-01-02,Hydraulic issue
KDJ 840G,Tractor,Battery,Electrical,Goodyear,4475.04,2025-01-20,Low power
KDG 907L,Tractor,Hydraulic Pump,Hydraulics,PowerAuto,11584.7,2024-07-01,Low power
KDG 907L,Tractor,Spark Plug,Ignition,Goodyear,5135.86,2025-03-18,Oil leak
KDG 907L,Tractor,Battery,Electrical,PowerAuto,14757.68,2024-07-07,Brake failure
KDG 907L,Tractor,Fuel Pump,Fuel System,DieselParts,14259.98,2024-07-18,Brake failure
KDL 608E,Tractor,Radiator,Cooling System,BKT,3024.64,2025-06-10,Tyre worn out
KDL 608E,Tractor,Battery,Electrical,PowerAuto,11253.66,2024-10-06,Low power
KDL 608E,Tractor,Radiator,Cooling System,SpareHub,2662.18,2024-07-23,Routine service
KDL 608E,Tractor,Battery,Electrical,PowerAuto,9538.78,2024-08-11,Brake failure
KDL 608E,Tractor,Hydraulic Pump,Hydraulics,AutoPro Ltd,2445.54,2025-03-22,Hydraulic issue
KDL 608E,Tractor,Hydraulic Pump,Hydraulics,PowerAuto,5321.98,2025-02-10,Overheating
KDL 608E,Tractor,Battery,Electrical,DieselParts,2162.02,2024-12-10,Brake failure
KDL 608E,Tractor,Radiator,Cooling System,Goodyear,13980.16,2025-06-07,Routine service
KDG 784A,Tractor,Battery,Electrical,JKT,13089.16,2024-10-01,Battery issue
KDG 784A,Tractor,Battery,Electrical,Gallant,4742.4,2025-01-16,Overheating
KDG 784A,Tractor,Oil Filter,Engine,Aeolus,6872.62,2025-01-17,Hydraulic issue
KDG 784A,Tractor,Battery,Electrical,SpareHub,10113.37,2024-11-12,Oil leak
KDG 784A,Tractor,Radiator,Cooling System,MechWorks,14222.33,2024-07-06,Low power
KDG 784A,Tractor,Battery,Electrical,MechWorks,12322.9,2024-12-04,Engine noise
KDG 784A,Tractor,Tyre,Wheels,Aeolus,12455.88,2025-04-17,Oil leak
KCN 533H,Tractor,Brake Pads,Braking System,BKT,1946.09,2025-05-01,Brake failure
KCN 533H,Tractor,Alternator,Electrical,MechWorks,10513.18,2025-04-24,Routine service
KCN 533H,Tractor,Tyre,Wheels,BKT,10503.25,2024-12-24,Tyre worn out
KCN 533H,Tractor,Brake Pads,Braking System,MechWorks,2608.63,2025-02-02,Engine noise
KCN 533H,Tractor,Fuel Pump,Fuel System,JKT,13336.74,2024-11-11,Low power
KCN 533H,Tractor,Battery,Electrical,Gallant,10527.64,2025-03-03,Hydraulic issue
KCN 533H,Tractor,Air Filter,Air Intake,PowerAuto,13629.17,2024-09-18,Battery issue
KCN 533H,Tractor,Battery,Electrical,PartsPlus,10925.5,2024-06-27,Low power
KDA 459H,Tractor,Brake Pads,Braking System,PartsPlus,6010.92,2025-03-29,Routine service
KDA 459H,Tractor,Brake Pads,Braking System,AutoPro Ltd,7149.37,2024-09-12,Tyre worn out
KDA 459H,Tractor,Brake Pads,Braking System,AutoPro Ltd,7601.4,2024-08-10,Oil leak
KDA 459H,Tractor,Radiator,Cooling System,DieselParts,14686.63,2024-08-24,Routine service
KDA 459H,Tractor,Brake Pads,Braking System,Aeolus,13809.54,2024-12-17,Overheating
KDA 459H,Tractor,Spark Plug,Ignition,Goodyear,6520.77,2024-09-19,Electrical fault
KDA 459H,Tractor,Air Filter,Air Intake,HeavyDuty Supplies,3429.52,2024-08-10,Routine service
KCC 240S,Tractor,Spark Plug,Ignition,Gallant,8247.98,2024-10-25,Routine service
KCC 240S,Tractor,Oil Filter,Engine,HeavyDuty Supplies,9956.23,2025-03-28,Battery issue
KCC 240S,Tractor,Tyre,Wheels,Goodyear,10347.23,2024-09-03,Overheating
KCC 240S,Tractor,Spark Plug,Ignition,TurboTraders,5516.32,2024-10-27,Brake failure
KDJ 742F,Tractor,Battery,Electrical,Aeolus,10828.95,2024-09-21,Hydraulic issue
KDJ 742F,Tractor,Brake Pads,Braking System,MechWorks,12309.63,2025-06-11,Engine noise
KDJ 742F,Tractor,Hydraulic Pump,Hydraulics,FarmEquip Co,14421.92,2025-03-11,Oil leak
KDJ 742F,Tractor,Alternator,Electrical,TechFix,6338.03,2024-12-25,Routine service
KDJ 742F,Tractor,Air Filter,Air Intake,JKT,6455.49,2025-05-21,Battery issue
KDJ 742F,Tractor,Fuel Pump,Fuel System,Gallant,8183.13,2024-07-20,Oil leak
KDJ 742F,Tractor,Battery,Electrical,FarmEquip Co,3381.5,2024-12-24,Overheating
KDA 819F,Tractor,Oil Filter,Engine,DieselParts,8301.99,2024-07-24,Brake failure
KDA 819F,Tractor,Battery,Electrical,TechFix,14515.11,2024-06-20,Engine noise
KDA 819F,Tractor,Brake Pads,Braking System,JKT,10572.63,2024-09-30,Routine service
KDA 819F,Tractor,Alternator,Electrical,PartsPlus,1752.25,2024-07-28,Engine noise
KDA 819F,Tractor,Hydraulic Pump,Hydraulics,PowerAuto,2240.65,2024-11-06,Overheating
KCN 774F,Tractor,Hydraulic Pump,Hydraulics,Goodyear,12678.07,2024-11-29,Overheating
KCN 774F,Tractor,Radiator,Cooling System,DieselParts,4727.85,2025-03-16,Overheating
KCN 774F,Tractor,Radiator,Cooling System,Aeolus,3582.3,2024-11-04,Engine noise
KCN 774F,Tractor,Hydraulic Pump,Hydraulics,AutoPro Ltd,5856.31,2025-06-03,Hydraulic issue
KCN 774F,Tractor,Tyre,Wheels,JKT,5407.81,2024-07-10,Engine noise
KCN 774F,Tractor,Radiator,Cooling System,Goodyear,6061.66,2024-07-02,Electrical fault
KCN 774F,Tractor,Hydraulic Pump,Hydraulics,Aeolus,11559.68,2024-12-21,Hydraulic issue
KCN 774F,Tractor,Oil Filter,Engine,DieselParts,6552.76,2024-10-10,Oil leak
KBX 136H,Tractor,Hydraulic Pump,Hydraulics,Gallant,12703.02,2024-07-11,Tyre worn out
KBX 136H,Tractor,Fuel Pump,Fuel System,HeavyDuty Supplies,13418.09,2024-09-26,Oil leak
KBX 136H,Tractor,Alternator,Electrical,Aeolus,5767.29,2024-10-06,Tyre worn out
KBX 136H,Tractor,Brake Pads,Braking System,Aeolus,10961.1,2024-10-26,Oil leak
KBX 136H,Tractor,Alternator,Electrical,Aeolus,2370.42,2024-11-17,Tyre worn out
KBX 136H,Tractor,Oil Filter,Engine,DieselParts,4797.6,2024-08-10,Tyre worn out
KCH 876W,Tractor,Tyre,Wheels,Goodyear,14438.24,2024-11-15,Battery issue
KCH 876W,Tractor,Brake Pads,Braking System,HeavyDuty Supplies,6242.42,2024-08-18,Low power
KCH 876W,Tractor,Oil Filter,Engine,FarmEquip Co,7226.93,2025-03-02,Brake failure
KCH 876W,Tractor,Air Filter,Air Intake,AutoPro Ltd,8899.94,2025-06-05,Tyre worn out
KCH 876W,Tractor,Fuel Pump,Fuel System,Goodyear,6670.9,2024-08-03,Battery issue
KCH 876W,Tractor,Brake Pads,Braking System,PartsPlus,11018.0,2024-12-11,Brake failure
KDA 451A,Tractor,Air Filter,Air Intake,Gallant,13661.63,2025-03-22,Electrical fault
KDA 451A,Tractor,Tyre,Wheels,Aeolus,10446.13,2025-04-03,Overheating
KDA 451A,Tractor,Oil Filter,Engine,HeavyDuty Supplies,5639.88,2024-10-14,Routine service
KDA 451A,Tractor,Radiator,Cooling System,MechWorks,13702.35,2025-04-03,Hydraulic issue
KDA 451A,Tractor,Oil Filter,Engine,FarmEquip Co,14333.54,2024-07-06,Brake failure
KCC 279G,Tractor,Air Filter,Air Intake,MechWorks,13635.4,2025-05-20,Engine noise
KCC 279G,Tractor,Spark Plug,Ignition,Gallant,4407.69,2024-09-23,Brake failure
KCC 279G,Tractor,Fuel Pump,Fuel System,FarmEquip Co,10740.12,2025-05-28,Low power
KCC 279G,Tractor,Hydraulic Pump,Hydraulics,FarmEquip Co,2667.62,2025-06-12,Electrical fault
KCN 608V,Tractor,Spark Plug,Ignition,FarmEquip Co,10958.84,2024-07-14,Low power
KCN 608V,Tractor,Battery,Electrical,AutoPro Ltd,14698.57,2025-03-06,Hydraulic issue
KCN 608V,Tractor,Air Filter,Air Intake,TechFix,3191.84,2024-11-17,Low power
KCN 608V,Tractor,Tyre,Wheels,JKT,5357.14,2025-04-04,Engine noise
KCN 608V,Tractor,Alternator,Electrical,DieselParts,11967.37,2025-05-08,Hydraulic issue
KCH 417E,Tractor,Alternator,Electrical,MechWorks,2045.22,2025-04-14,Electrical fault
KCH 417E,Tractor,Battery,Electrical,FarmEquip Co,4698.59,2025-05-30,Oil leak
KCH 417E,Tractor,Air Filter,Air Intake,PowerAuto,8415.78,2024-11-08,Low power
KCH 417E,Tractor,Alternator,Electrical,Gallant,5333.97,2025-02-03,Electrical fault
KCH 417E,Tractor,Oil Filter,Engine,BKT,7626.17,2024-12-10,Overheating
KCH 417E,Tractor,Battery,Electrical,Goodyear,3780.31,2025-02-07,Hydraulic issue
KCH 417E,Tractor,Hydraulic Pump,Hydraulics,TurboTraders,14215.37,2025-05-07,Brake failure
KCH 417E,Tractor,Fuel Pump,Fuel System,FarmEquip Co,1627.99,2024-11-01,Battery issue
KDM 982B,Tractor,Fuel Pump,Fuel System,JKT,12786.94,2025-03-22,Brake failure
KDM 982B,Tractor,Hydraulic Pump,Hydraulics,Goodyear,3705.07,2025-03-26,Low power
KDM 982B,Tractor,Battery,Electrical,BKT,6139.91,2025-05-22,Low power
KDM 982B,Tractor,Spark Plug,Ignition,TechFix,13791.93,2025-02-06,Hydraulic issue
KDM 982B,Tractor,Battery,Electrical,AutoPro Ltd,4102.09,2024-12-06,Hydraulic issue
KDM 982B,Tractor,Air Filter,Air Intake,Aeolus,9101.49,2024-10-23,Oil leak
KDM 982B,Tractor,Fuel Pump,Fuel System,Aeolus,10978.77,2024-12-29,Brake failure
KBU 288D,Tractor,Battery,Electrical,PartsPlus,13324.6,2024-11-25,Hydraulic issue
KBU 288D,Tractor,Air Filter,Air Intake,AutoPro Ltd,11666.21,2025-05-12,Brake failure
KBU 288D,Tractor,Air Filter,Air Intake,FarmEquip Co,7783.99,2024-09-05,Engine noise
KBU 288D,Tractor,Radiator,Cooling System,TurboTraders,3316.25,2024-09-25,Low power
KBU 288D,Tractor,Hydraulic Pump,Hydraulics,JKT,1548.43,2024-12-28,Overheating
KBU 288D,Tractor,Fuel Pump,Fuel System,TechFix,8684.57,2025-01-23,Electrical fault
KBU 288D,Tractor,Tyre,Wheels,BKT,8057.73,2024-08-18,Electrical fault
KBU 288D,Tractor,Fuel Pump,Fuel System,SpareHub,4052.78,2024-10-21,Tyre worn out
KBU 746L,Tractor,Hydraulic Pump,Hydraulics,SpareHub,10455.27,2025-01-20,Low power
KBU 746L,Tractor,Tyre,Wheels,Aeolus,13150.35,2025-01-16,Electrical fault
KBU 746L,Tractor,Battery,Electrical,FarmEquip Co,12229.54,2024-08-31,Routine service
KBU 746L,Tractor,Tyre,Wheels,Goodyear,12762.57,2024-09-24,Routine service
KBU 746L,Tractor,Radiator,Cooling System,JKT,4144.17,2025-03-23,Electrical fault
KCC 206C,Tractor,Battery,Electrical,PowerAuto,12372.33,2024-06-27,Oil leak
KCC 206C,Tractor,Tyre,Wheels,BKT,8358.86,2025-05-14,Electrical fault
KCC 206C,Tractor,Radiator,Cooling System,TurboTraders,7672.08,2024-07-01,Engine noise
KCC 206C,Tractor,Hydraulic Pump,Hydraulics,BKT,4847.97,2024-09-13,Oil leak
KDA 286A,Tractor,Radiator,Cooling System,HeavyDuty Supplies,11805.25,2025-05-21,Engine noise
KDA 286A,Tractor,Fuel Pump,Fuel System,Gallant,11103.08,2025-05-09,Low power
KDA 286A,Tractor,Alternator,Electrical,HeavyDuty Supplies,5531.06,2024-08-20,Low power
KDA 286A,Tractor,Air Filter,Air Intake,PowerAuto,6487.41,2024-07-14,Tyre worn out
KBU 666R,Tractor,Brake Pads,Braking System,MechWorks,14211.37,2024-08-22,Electrical fault
KBU 666R,Tractor,Hydraulic Pump,Hydraulics,AutoPro Ltd,12304.54,2025-01-19,Oil leak
KBU 666R,Tractor,Tyre,Wheels,JKT,6239.95,2024-09-05,Tyre worn out
KBU 666R,Tractor,Hydraulic Pump,Hydraulics,FarmEquip Co,13531.15,2025-05-08,Overheating
KBU 666R,Tractor,Hydraulic Pump,Hydraulics,Aeolus,12337.7,2024-08-03,Tyre worn out
KBU 666R,Tractor,Fuel Pump,Fuel System,Gallant,14421.11,2024-09-26,Hydraulic issue
KCN 486M,Tractor,Battery,Electrical,TurboTraders,9543.71,2025-05-30,Tyre worn out
KCN 486M,Tractor,Brake Pads,Braking System,MechWorks,10328.86,2025-06-07,Hydraulic issue
KCN 486M,Tractor,Hydraulic Pump,Hydraulics,PowerAuto,13453.44,2025-02-13,Overheating
KCN 486M,Tractor,Battery,Electrical,Gallant,14905.49,2025-03-22,Engine noise
KCN 486M,Tractor,Brake Pads,Braking System,Aeolus,5563.88,2025-04-28,Hydraulic issue
KCH 880B,Tractor,Spark Plug,Ignition,Aeolus,13350.01,2024-07-26,Electrical fault
KCH 880B,Tractor,Oil Filter,Engine,BKT,8916.57,2024-10-11,Hydraulic issue
KCH 880B,Tractor,Radiator,Cooling System,BKT,7770.5,2025-02-27,Low power
KCH 880B,Tractor,Oil Filter,Engine,FarmEquip Co,14151.55,2024-07-13,Electrical fault
KBU 197H,Tractor,Air Filter,Air Intake,DieselParts,11339.1,2024-07-05,Tyre worn out
KBU 197H,Tractor,Radiator,Cooling System,Gallant,11114.9,2024-11-14,Battery issue
KBU 197H,Tractor,Alternator,Electrical,AutoPro Ltd,14006.29,2025-04-21,Brake failure
KBU 197H,Tractor,Brake Pads,Braking System,Gallant,10881.03,2025-03-23,Tyre worn out
KBX 789G,Tractor,Oil Filter,Engine,SpareHub,7572.87,2025-04-11,Electrical fault
KBX 789G,Tractor,Radiator,Cooling System,PartsPlus,2765.9,2025-05-15,Low power
KBX 789G,Tractor,Spark Plug,Ignition,Aeolus,13545.62,2024-12-04,Hydraulic issue
KBX 789G,Tractor,Tyre,Wheels,JKT,9310.58,2024-10-09,Hydraulic issue
KDJ 467H,Tractor,Radiator,Cooling System,TurboTraders,9944.74,2024-09-01,Hydraulic issue
KDJ 467H,Tractor,Hydraulic Pump,Hydraulics,AutoPro Ltd,3733.74,2024-12-21,Low power
KDJ 467H,Tractor,Spark Plug,Ignition,Aeolus,12100.39,2024-08-23,Brake failure
KDJ 467H,Tractor,Battery,Electrical,Goodyear,10512.45,2025-03-13,Brake failure
KDM 137A,Tractor,Oil Filter,Engine,Gallant,11978.66,2025-04-28,Overheating
KDM 137A,Tractor,Tyre,Wheels,Gallant,8233.02,2024-11-11,Low power
KDM 137A,Tractor,Tyre,Wheels,JKT,5533.84,2024-10-22,Tyre worn out
KDM 137A,Tractor,Brake Pads,Braking System,PowerAuto,10926.13,2025-04-08,Oil leak
KDM 137A,Tractor,Battery,Electrical,TechFix,3566.91,2024-11-27,Hydraulic issue
KDM 137A,Tractor,Air Filter,Air Intake,HeavyDuty Supplies,10533.13,2024-08-22,Oil leak
KDM 137A,Tractor,Brake Pads,Braking System,BKT,2960.35,2025-02-07,Oil leak
KDM 137A,Tractor,Alternator,Electrical,MechWorks,9765.5,2024-12-23,Oil leak
KCH 770N,Tractor,Tyre,Wheels,JKT,2653.58,2025-05-09,Engine noise
KCH 770N,Tractor,Tyre,Wheels,JKT,8563.1,2025-03-31,Hydraulic issue
KCH 770N,Tractor,Hydraulic Pump,Hydraulics,PowerAuto,14358.02,2025-05-20,Oil leak
KCH 770N,Tractor,Hydraulic Pump,Hydraulics,DieselParts,3111.18,2024-07-24,Tyre worn out
KCH 770N,Tractor,Spark Plug,Ignition,DieselParts,1825.56,2025-01-19,Brake failure
KCH 770N,Tractor,Radiator,Cooling System,Aeolus,3366.93,2024-08-27,Battery issue
KBX 777W,Tractor,Tyre,Wheels,BKT,7680.9,2025-04-12,Low power
KBX 777W,Tractor,Fuel Pump,Fuel System,TurboTraders,11563.64,2024-12-24,Brake failure
KBX 777W,Tractor,Fuel Pump,Fuel System,PartsPlus,13609.73,2024-10-12,Tyre worn out
KBX 777W,Tractor,Battery,Electrical,FarmEquip Co,3825.5,2025-03-20,Overheating
KBX 777W,Tractor,Tyre,Wheels,Goodyear,9270.07,2024-07-02,Routine service
KDG 301X,Tractor,Spark Plug,Ignition,JKT,9578.88,2025-03-27,Battery issue
KDG 301X,Tractor,Radiator,Cooling System,TechFix,11511.83,2024-12-15,Low power
KDG 301X,Tractor,Tyre,Wheels,Goodyear,7819.12,2024-08-03,Electrical fault
KDG 301X,Tractor,Tyre,Wheels,BKT,13246.93,2024-12-02,Brake failure
KDG 301X,Tractor,Spark Plug,Ignition,HeavyDuty Supplies,12882.7,2025-04-28,Low power
KDG 301X,Tractor,Spark Plug,Ignition,FarmEquip Co,4041.85,2024-08-11,Overheating
KDG 301X,Tractor,Brake Pads,Braking System,PartsPlus,11312.7,2024-09-25,Hydraulic issue
KDG 301X,Tractor,Tyre,Wheels,Aeolus,8973.56,2024-09-26,Engine noise
KCN 562Y,Tractor,Oil Filter,Engine,DieselParts,13295.24,2025-05-25,Oil leak
KCN 562Y,Tractor,Oil Filter,Engine,MechWorks,4312.12,2025-03-04,Battery issue
